null_values_mdd,actual_value_mdd,null_values_aud,actual_value_aud,null_values_hc01,actual_value_hc01,null_values_hc02,actual_value_hc02
0.06517752,,0.087820924,,0.042199562,,0.111310316,
0.199884145,,0.322836404,,0.149838868,,0.179183999,
0.051632852,,0.044000822,,0.078878852,,0.119751205,
0.062128275,,0.114732433,,0.097871425,,0.069726112,
0.061515856,,0.123734294,,0.034910868,,0.071597037,
0.2733761,,0.465243579,,0.259939219,,0.237613578,
0.0380653,,0.062029154,,0.040169224,,0.085078492,
0.057139199,,0.081064747,,0.064597913,,0.079305016,
0.066104394,,0.071883659,,0.154238432,,0.1386583,
0.032636862,,0.065273549,,0.068453758,,0.066955052,
0.158582881,,0.102139692,,0.192608508,,0.152146788,
0.075375367,,0.156310069,,0.097851837,,0.123718668,
0.092599652,,0.122035164,,0.07260047,,0.127963739,
0.05730571,,0.099867837,,0.084492377,,0.090052509,
0.09705297,,0.164803019,,0.047081702,,0.121648018,
0.128430063,,0.13132608,,0.100729479,,0.11928326,
0.068919748,,0.041487716,,0.079321144,,0.095683777,
0.053071625,,0.070275466,,0.071914232,,0.075658638,
0.032066659,,0.074568684,,0.048183092,,0.036173057,
0.065250662,,0.078678749,,0.080872465,,0.082726292,
0.035205297,,0.092245492,,0.065301425,,0.082170449,
0.030887418,,0.07494598,,0.093569301,,0.127319307,
0.042644451,,0.077494025,,0.020009695,,0.055673937,
0.058754322,,0.139606376,,0.049444441,,0.118425623,
0.040623797,,0.062288716,,0.083550628,,0.051307506,
0.017625077,,0.082940632,,0.064024459,,0.065243807,
0.094440446,,0.12007328,,0.171198936,,0.111054335,
0.067663899,,0.10294589,,0.11034464,,0.057798951,
0.083098594,,0.141257646,,0.072275489,,0.122073253,
0.136743559,,0.132849783,,0.155091555,,0.218616911,
0.028181753,,0.069898759,,0.073555578,,0.070308725,
0.028567479,,0.04913208,,0.051960579,,0.072055608,
0.103808025,,0.124188851,,0.134268289,,0.193092502,
0.098969902,,0.121562168,,0.043612381,,0.15943874,
0.08967233,,0.175356813,,0.065198612,,0.050335231,
0.051285816,,0.124234697,,0.04748388,,0.051124309,
0.058635574,,0.139192462,,0.022116621,,0.073466945,
0.018938194,,0.065103824,,0.036046115,,0.074051042,
0.119381106,,0.143733668,,0.066160313,,0.17226769,
0.058005177,,0.083460289,,0.082160713,,0.060902129,
0.07125673,,0.124303345,,0.053845091,,0.135336392,
0.055525007,,0.069359053,,0.120605041,,0.087199537,
0.067808367,,0.061460341,,0.087955033,,0.156391503,
0.044421018,,0.063537016,,0.074158739,,0.109740288,
0.067990192,,0.186161088,,0.091137684,,0.106403437,
0.076408557,,0.172350899,,0.048437808,,0.15016829,
0.073080809,,0.050199315,,0.103095838,,0.080706601,
0.080384747,,0.114473566,,0.091775553,,0.07710498,
0.033313261,,0.108350209,,0.046706329,,0.053541067,
0.031292617,,0.109292246,,0.04785761,,0.083654825,
0.126842639,,0.226282479,,0.043524373,,0.162849074,
0.102708284,,0.139312344,,0.095562754,,0.126718354,
0.135247977,,0.197030964,,0.128942933,,0.228264704,
0.032241119,,0.095167812,,0.074764973,,0.098186036,
0.027885158,,0.057518313,,0.067200001,,0.094377093,
0.108599909,,0.19465913,,0.101776353,,0.104018991,
0.058015734,,0.091851428,,0.049185774,,0.089700943,
0.096226788,,0.113668556,,0.094657584,,0.14270752,
0.045945935,,0.099904192,,0.061154086,,0.081874763,
0.158993716,,0.224013434,,0.198515869,,0.179327978,
0.100377518,,0.181081735,,0.06578704,,0.160403326,
0.100122802,,0.126123538,,0.070327296,,0.139548866,
0.037161168,,0.046809709,,0.071878528,,0.073393385,
0.025928129,,0.054645727,,0.032284452,,0.065190006,
0.100816497,,0.104631332,,0.068793028,,0.104006699,
0.047960485,,0.101229118,,0.044432648,,0.093136516,
0.070181125,,0.126817354,,0.044474999,,0.12571856,
0.168458661,,0.152106344,,0.120611333,,0.12813964,
0.0253103,,0.090352588,,0.060087748,,0.024906868,
0.107603401,,0.144586191,,0.071699231,,0.124019241,
0.061985468,,0.124337815,,0.112135749,,0.112738285,
0.059692217,,0.06666014,,0.080213601,,0.092477468,
0.035014623,,0.065455879,,0.017213041,,0.087427354,
0.067058957,,0.071612261,,0.06807847,,0.114340552,
0.041771361,,0.089821587,,0.070700127,,0.140789195,
0.044803499,,0.052294251,,0.058047425,,0.0999744,
0.055230692,,0.098737478,,0.111402746,,0.134434446,
0.031292979,,0.059215401,,0.053070568,,0.104732929,
0.067202186,,0.103546784,,0.042477195,,0.113769772,
0.058592237,,0.131871971,,0.044080484,,0.099710132,
0.083680276,,0.1283907,,0.125970401,,0.137287842,
0.116047313,,0.161958487,,0.148694906,,0.108917591,
0.034039339,,0.039137489,,0.058138533,,0.120647405,
0.093104333,,0.091724926,,0.120587753,,0.213021661,
0.019539459,,0.04607883,,0.048869751,,0.054995658,
0.095994714,,0.184716615,,0.113119593,,0.128811383,
0.085992645,,0.120564563,,0.14335433,,0.131646819,
0.046289269,,0.055298092,,0.108653478,,0.109769142,
0.098674325,,0.115744196,,0.05973668,,0.070036016,
0.043973634,,0.105009411,,0.045893434,,0.035514164,
0.074128057,,0.133723316,,0.089442144,,0.067877945,
0.02019415,,0.076933431,,0.047178251,,0.100098588,
0.085464693,,0.065612027,,0.100075835,,0.125938222,
0.065106266,,0.134654703,,0.118544411,,0.06758308,
0.036763558,,0.065207661,,0.025182753,,0.067155545,
0.080610352,,0.082320864,,0.097562868,,0.091977199,
0.092950812,,0.172318376,,0.062376117,,0.129088916,
0.058871204,,0.10246229,,0.085796781,,0.089853021,
0.078020586,,0.133659069,,0.049814474,,0.087578915,
0.069460637,,0.0970521,,0.071442162,,0.0943498,
0.09134175,,0.164592107,,0.105152765,,0.10979247,
0.065009421,,0.113655609,,0.08392166,,0.073307926,
0.084559116,,0.096383622,,0.140246959,,0.082099983,
0.132568038,,0.192506328,,0.240994522,,0.238948307,
0.06961514,,0.127461572,,0.096902997,,0.08571031,
0.309018505,,0.431369377,,0.174506737,,0.243565606,
0.157299369,,0.120403421,,0.157274567,,0.146433268,
0.065839475,,0.107091534,,0.056585056,,0.07391267,
0.06777924,,0.16942521,,0.042227744,,0.073264682,
0.042528073,,0.105172424,,0.123688146,,0.120971896,
0.035310976,,0.086693567,,0.047909205,,0.126169483,
0.103208105,,0.179933823,,0.040928213,,0.156106762,
0.233152718,,0.193522954,,0.288975727,,0.210191829,
0.031914643,,0.068384964,,0.060027382,,0.054597971,
0.064501765,,0.116998197,,0.110007427,,0.089678543,
0.090276157,,0.129924831,,0.104156894,,0.064821534,
0.04703341,,0.040007697,,0.090672728,,0.07872022,
0.073451198,,0.115948493,,0.081400206,,0.091062085,
0.148588384,,0.145120008,,0.13769156,,0.166865321,
0.080534461,,0.157555705,,0.037644943,,0.099947791,
0.040714437,,0.068286494,,0.059377877,,0.066168472,
0.065124041,,0.056406632,,0.086930636,,0.138439464,
0.049269473,,0.059639435,,0.098117198,,0.130590148,
0.06376573,,0.12813255,,0.098322665,,0.079945147,
0.071086718,,0.139802814,,0.086794611,,0.071379271,
0.096216755,,0.087440885,,0.085001756,,0.160542138,
0.053753637,,0.118418596,,0.060360804,,0.053173594,
0.021839682,,0.050445382,,0.044416103,,0.08875139,
0.049298116,,0.117011786,,0.064087283,,0.084675127,
0.079254799,,0.072543813,,0.046886992,,0.09159611,
0.106234653,,0.138743718,,0.120771305,,0.080743151,
0.07867004,,0.103951419,,0.040399754,,0.047706497,
0.050991492,,0.084195654,,0.066272614,,0.059809481,
0.061464218,,0.087887139,,0.07543536,,0.130909968,
0.045385799,,0.101568414,,0.093884674,,0.071811804,
0.092920673,,0.104967589,,0.068170813,,0.134797738,
0.054949555,,0.115137142,,0.042613606,,0.086000059,
0.052306541,,0.097449525,,0.060570584,,0.058117729,
0.05460014,,0.099530324,,0.035403582,,0.087899609,
0.016211207,,0.075618628,,0.037866745,,0.077528907,
0.054508562,,0.086371518,,0.049782687,,0.131163674,
0.099885576,,0.135351754,,0.116264953,,0.185768501,
0.046213378,,0.09381865,,0.036218162,,0.066678156,
0.045223214,,0.11773182,,0.053964775,,0.106963121,
0.125100631,,0.099676906,,0.099190864,,0.161701523,
0.082589728,,0.09856015,,0.172661553,,0.185501977,
0.062905289,,0.119893364,,0.023337287,,0.093305853,
0.079172858,,0.126393306,,0.093941319,,0.07674516,
0.064922071,,0.061531161,,0.072123664,,0.130390241,
0.0499766,,0.085818199,,0.036801178,,0.105430049,
0.052726463,,0.090129174,,0.05860625,,0.100106354,
0.077994179,,0.149498297,,0.073384684,,0.079313531,
0.06601899,,0.094360191,,0.11284807,,0.158150475,
0.093613282,,0.127691217,,0.091519852,,0.080854262,
0.109305194,,0.14683192,,0.11105063,,0.103078474,
0.089645655,,0.084700586,,0.160631584,,0.176901426,
0.055179877,,0.129769287,,0.026379838,,0.084247886,
0.058611665,,0.04273752,,0.107556835,,0.122078382,
0.042137968,,0.087976677,,0.044233469,,0.098219277,
0.033442018,,0.072964487,,0.067669587,,0.093793317,
0.055034468,,0.032251291,,0.079432968,,0.130471778,
0.086967831,,0.066041501,,0.073389319,,0.111076415,
0.048095654,,0.107192674,,0.040956794,,0.078330568,
0.160352759,,0.103982196,,0.129360537,,0.181248085,
0.096077647,,0.195983127,,0.077816264,,0.179137984,
0.018070613,,0.059038911,,0.050418237,,0.073052681,
0.087595214,,0.125240984,,0.069270935,,0.129049577,
0.140457368,,0.131820018,,0.118291389,,0.194689618,
0.09321971,,0.120672205,,0.058540844,,0.115744898,
0.030024792,,0.104160319,,0.091620466,,0.052202116,
0.197959829,,0.31912596,,0.095925094,,0.180269309,
0.06678301,,0.083168872,,0.116008849,,0.127891926,
0.058783062,,0.093337561,,0.034118189,,0.071938816,
0.173513201,,0.146891651,,0.117916633,,0.210446692,
0.058023919,,0.10069393,,0.043731099,,0.047201997,
0.10713785,,0.13712227,,0.052637171,,0.105761782,
0.072699897,,0.058630126,,0.043636466,,0.112734237,
0.036985891,,0.045157571,,0.044841158,,0.092690234,
0.027516753,,0.103162377,,0.060557838,,0.08264593,
0.036301461,,0.093686694,,0.075679178,,0.077462878,
0.03840149,,0.11749372,,0.061983566,,0.099558762,
0.102576485,,0.141194976,,0.061598805,,0.085962934,
0.034922671,,0.066363374,,0.050887291,,0.081147341,
0.049703838,,0.128071867,,0.117670354,,0.10638378,
0.084612359,,0.137335731,,0.125948237,,0.161179347,
0.155682662,,0.120837304,,0.152591109,,0.177485022,
0.058399417,,0.078178201,,0.072873643,,0.138380066,
0.040932922,,0.082908922,,0.030869826,,0.094350317,
0.067896399,,0.090754909,,0.050216704,,0.046316901,
0.054732775,,0.120538873,,0.06472,,0.044792232,
0.068343584,,0.066663149,,0.110430578,,0.109501713,
0.029568434,,0.072520776,,0.076172523,,0.104151006,
0.042159903,,0.08381713,,0.013979836,,0.058174923,
0.081126232,,0.055299807,,0.111831823,,0.136015123,
0.067351348,,0.020185231,,0.122405514,,0.140874246,
0.046978675,,0.050087505,,0.119409229,,0.139289279,
0.031868642,,0.055004335,,0.080059805,,0.100662924,
0.128825568,,0.071679789,,0.190095663,,0.23901468,
0.060537002,,0.07767287,,0.074950063,,0.097187037,
0.093927024,,0.160433089,,0.0518128,,0.111938299,
0.070655845,,0.075343747,,0.108295057,,0.130767293,
0.076368835,,0.040739809,,0.076331146,,0.185142319,
0.061608374,,0.130328776,,0.054958558,,0.089645062,
0.068729645,,0.132480253,,0.029818892,,0.074964979,
0.102947402,,0.149087378,,0.102866442,,0.156779219,
0.050895718,,0.062510404,,0.103599507,,0.104302483,
0.141629902,,0.16129524,,0.127930723,,0.167433633,
0.085529158,,0.085281532,,0.068806101,,0.125949641,
0.075513445,,0.07363993,,0.056074906,,0.103307051,
0.074767774,,0.172790471,,0.088046668,,0.123322222,
0.061390175,,0.067860763,,0.095790764,,0.084958498,
0.048233929,,0.11225461,,0.083607547,,0.108044562,
0.065991004,,0.095833695,,0.076384088,,0.089081718,
0.088753686,,0.149913857,,0.041592932,,0.119986856,
0.094969046,,0.149410342,,0.031886013,,0.069405633,
0.040684857,,0.063948189,,0.04238053,,0.111838233,
0.051597064,,0.107411736,,0.05037502,,0.078406819,
0.123730662,,0.176722723,,0.109377968,,0.139133199,
0.103414495,,0.117968797,,0.037278491,,0.133173163,
0.047557049,,0.096937677,,0.074385968,,0.080740622,
0.087022833,,0.063324909,,0.129119655,,0.17725639,
0.048104163,,0.081660715,,0.060188884,,0.141675674,
0.033273772,,0.067195305,,0.042799111,,0.103591431,
0.053581793,,0.101751114,,0.045115242,,0.054625256,
0.075428698,,0.098540197,,0.037913809,,0.106850921,
0.056927381,,0.121941535,,0.034374945,,0.0794755,
0.049613421,,0.119511191,,0.112811815,,0.110607441,
0.061417174,,0.066765943,,0.040891883,,0.113214905,
0.066652407,,0.107873802,,0.057364531,,0.119598193,
0.070543037,,0.15249406,,0.048577816,,0.116332615,
0.120810999,,0.148454332,,0.193843865,,0.124129344,
0.016409974,,0.078616326,,0.057767507,,0.092434784,
0.027428277,,0.091097915,,0.043540162,,0.091730658,
0.059905989,,0.089012271,,0.041788147,,0.076563061,
0.037775563,,0.074289451,,0.055621848,,0.102049987,
0.039498284,,0.094150893,,0.043720409,,0.1036703,
0.040423991,,0.129561412,,0.032994538,,0.06194922,
0.187814287,,0.182212827,,0.164557778,,0.221548481,
0.064330841,,0.065267025,,0.137824898,,0.102330563,
0.054686721,,0.03912196,,0.074282211,,0.118114443,
0.046982549,,0.121754031,,0.086902515,,0.035901351,
0.053271893,,0.093455017,,0.053048497,,0.104694691,
0.078080391,,0.130753327,,0.083893593,,0.103204433,
0.078933575,,0.110237705,,0.074263598,,0.126097266,
0.055716959,,0.093710341,,0.042285031,,0.127460235,
0.062367177,,0.078379602,,0.081978529,,0.100244079,
0.03549817,,0.085303656,,0.055229787,,0.093447942,
0.085001783,,0.120539316,,0.041846994,,0.101046502,
0.064313898,,0.146396069,,0.093351959,,0.055278138,
0.034541328,,0.065639001,,0.032166133,,0.064316453,
0.053443975,,0.118406094,,0.083390498,,0.067415258,
0.083971276,,0.13561479,,0.066719339,,0.165925481,
0.035048798,,0.095553794,,0.058546526,,0.077149088,
0.051094209,,0.062847305,,0.064310978,,0.069490948,
0.072632628,,0.074011868,,0.070066457,,0.112451011,
0.064152675,,0.085681876,,0.031843087,,0.092926056,
0.07093185,,0.140380925,,0.084058589,,0.129057163,
0.089916239,,0.135910676,,0.121491878,,0.143566808,
0.103814884,,0.121583799,,0.080735855,,0.184451399,
0.068767206,,0.102792834,,0.013474812,,0.09880404,
0.072080286,,0.071060736,,0.075540844,,0.159093054,
0.122916636,,0.133749724,,0.121147409,,0.130611376,
0.043800826,,0.053393644,,0.056977128,,0.113679771,
0.056089742,,0.09417783,,0.029756029,,0.08912821,
0.037372126,,0.118061358,,0.040436898,,0.06627665,
0.112666931,,0.102828374,,0.158101596,,0.138561568,
0.031314619,,0.056276524,,0.052082319,,0.070114805,
0.100177024,,0.14544776,,0.100165157,,0.078528999,
0.060532211,,0.058154426,,0.101691577,,0.112993126,
0.049862635,,0.055669769,,0.066876303,,0.065892211,
0.089606862,,0.160629495,,0.078588592,,0.086880093,
0.0502721,,0.069807258,,0.057817086,,0.114075399,
0.064572059,,0.080790162,,0.084525802,,0.141958006,
0.053996739,,0.099442248,,0.084257362,,0.075228331,
0.037499529,,0.061820326,,0.067744055,,0.124266632,
0.078817174,,0.116353643,,0.081803934,,0.157193597,
0.169621766,,0.202719618,,0.086909114,,0.106847551,
0.081632798,,0.081912071,,0.115912342,,0.116146946,
0.108710619,,0.157814626,,0.084853517,,0.124664499,
0.068198641,,0.056838524,,0.119683772,,0.137137741,
0.067872212,,0.098071867,,0.135749188,,0.173080509,
0.088741109,,0.121925778,,0.070859629,,0.20077655,
0.052903967,,0.107354579,,0.068729769,,0.099871613,
0.04138607,,0.054807185,,0.037832932,,0.096707556,
0.084800541,,0.097049067,,0.171376656,,0.179248694,
0.08921414,,0.117920192,,0.056032766,,0.14340814,
0.068555893,,0.10955267,,0.086276572,,0.075552619,
0.036072674,,0.123270357,,0.053941353,,0.100089887,
0.052166527,,0.111824569,,0.04710786,,0.122894451,
0.086582951,,0.130766131,,0.080739461,,0.086450239,
0.063034496,,0.119649215,,0.08537373,,0.115592235,
0.087122666,,0.158013817,,0.051140971,,0.058048675,
0.062974653,,0.048286683,,0.12851264,,0.114236348,
0.039456349,,0.071890984,,0.035282604,,0.031766219,
0.048951019,,0.09708305,,0.053613906,,0.045239164,
0.200463512,,0.284388605,,0.094704559,,0.232425627,
0.078355456,,0.126560235,,0.105604189,,0.097749736,
0.067391472,,0.093047427,,0.091087318,,0.125149773,
0.067529886,,0.099806407,,0.123124598,,0.112093131,
0.086626511,,0.09373367,,0.099217827,,0.168177465,
0.106142506,,0.153791264,,0.038250364,,0.16222979,
0.045035129,,0.043775077,,0.094483747,,0.148051465,
0.012698739,,0.069528246,,0.070229517,,0.099534641,
0.08850014,,0.115737833,,0.076247415,,0.109934954,
0.018262831,,0.078887983,,0.035113487,,0.057736857,
0.067428725,,0.127370299,,0.084136817,,0.093738413,
0.097962897,,0.146235452,,0.087008161,,0.103537687,
0.046205391,,0.100039683,,0.130138172,,0.079497172,
0.08732391,,0.120170283,,0.097354878,,0.119104446,
0.058538163,,0.067721083,,0.045642971,,0.061290712,
0.056358112,,0.127630065,,0.078047805,,0.102722862,
0.030712807,,0.039380228,,0.041901339,,0.049006478,
0.06132451,,0.151473226,,0.065748377,,0.074759788,
0.061785003,,0.103894123,,0.04748433,,0.141088337,
0.061800158,,0.089659287,,0.069436649,,0.073436081,
0.077366945,,0.084179771,,0.069838953,,0.094060876,
0.188227114,,0.261690605,,0.292424594,,0.301230865,
0.074194008,,0.114960131,,0.107281143,,0.142897361,
0.05154581,,0.110174201,,0.08292606,,0.070643149,
0.078298863,,0.142349803,,0.104487701,,0.14789887,
0.067559336,,0.100155001,,0.060243254,,0.081241939,
0.107770756,,0.12837067,,0.043113847,,0.095987232,
0.119351112,,0.144355581,,0.060103907,,0.133053881,
0.043172117,,0.096253876,,0.077790984,,0.09500615,
0.043327255,,0.06372673,,0.045326665,,0.056165998,
0.049827351,,0.115272694,,0.081563757,,0.129663192,
0.107471509,,0.128616719,,0.088564201,,0.181514246,
0.068362909,,0.056122441,,0.112314482,,0.138077696,
0.04301452,,0.114072964,,0.030727902,,0.042728846,
0.056445675,,0.087312832,,0.053084381,,0.055529062,
0.034301079,,0.065708323,,0.113067469,,0.102929507,
0.045695797,,0.064863386,,0.108645931,,0.172474036,
0.05222377,,0.081516332,,0.051196033,,0.145268958,
0.076180584,,0.137443176,,0.077209886,,0.088529828,
0.119661265,,0.225178328,,0.089477452,,0.110678993,
0.084887982,,0.139749562,,0.088195167,,0.127819079,
0.086362443,,0.088406039,,0.15907261,,0.200534576,
0.069944211,,0.119258591,,0.088562263,,0.116159443,
0.078449033,,0.152638861,,0.037186586,,0.077794919,
0.058653303,,0.080775182,,0.044165702,,0.129454023,
0.123435587,,0.172618202,,0.053102708,,0.147111932,
0.038879347,,0.087166176,,0.059095612,,0.121554027,
0.050005468,,0.137254775,,0.073633197,,0.079223128,
0.103001455,,0.160507558,,0.150779677,,0.227569341,
0.076465854,,0.099714797,,0.07970026,,0.087236228,
0.038508779,,0.060445924,,0.037287028,,0.097192171,
0.063702528,,0.117674322,,0.05504837,,0.087705693,
0.043139101,,0.067678154,,0.090013128,,0.1268473,
0.049423134,,0.103138634,,0.025291725,,0.076884343,
0.034123115,,0.082569989,,0.063488527,,0.041664968,
0.068566616,,0.076049262,,0.061883954,,0.128792183,
0.064257481,,0.126442359,,0.031871332,,0.089828421,
0.068274203,,0.123908822,,0.089044261,,0.132898671,
0.155354898,,0.230928405,,0.112216861,,0.096163309,
0.104408607,,0.140503021,,0.076848481,,0.183529549,
0.100789006,,0.148255851,,0.067362679,,0.06930602,
0.056632111,,0.129422692,,0.136486084,,0.149371314,
0.08217909,,0.100258968,,0.097787141,,0.176320582,
0.187816234,,0.100893531,,0.289526074,,0.252230529,
0.026525369,,0.071941028,,0.067011648,,0.12641126,
0.165604773,,0.218457924,,0.114242659,,0.141270572,
0.066371995,,0.099649635,,0.116020237,,0.132290189,
0.077277086,,0.156434655,,0.063157114,,0.046952353,
0.086255992,,0.181824261,,0.109070816,,0.10193662,
0.060569816,,0.121014603,,0.077379658,,0.036296364,
0.035244626,,0.063783793,,0.071372406,,0.114836375,
0.034065987,,0.094812016,,0.054183819,,0.059950603,
0.108157834,,0.142711207,,0.078244559,,0.112039542,
0.033311338,,0.123330902,,0.04908901,,0.059428474,
0.046180185,,0.099284469,,0.073041541,,0.041939102,
0.071711053,,0.12359763,,0.055968978,,0.131780442,
0.114610188,,0.151886112,,0.079593816,,0.088538967,
0.053834436,,0.140063914,,0.061519387,,0.095183704,
0.108044269,,0.101514686,,0.101044969,,0.161072028,
0.095905084,,0.0844364,,0.119862801,,0.090606247,
0.032753961,,0.079855608,,0.054982568,,0.07083471,
0.09180291,,0.063780421,,0.142932822,,0.125019798,
0.049839115,,0.124962804,,0.048575093,,0.114295577,
0.040033007,,0.090237567,,0.071010574,,0.071308492,
0.040133277,,0.086227539,,0.071026679,,0.107125838,
0.060569899,,0.123279399,,0.069498258,,0.086612927,
0.056496618,,0.116194561,,0.040052709,,0.138293759,
0.058832924,,0.128245064,,0.050083298,,0.066660668,
0.083120791,,0.173650097,,0.05711355,,0.078712203,
0.141428559,,0.221351247,,0.123087098,,0.129756795,
0.044171218,,0.056841953,,0.048961033,,0.100253881,
0.052159655,,0.074903315,,0.076452078,,0.076176948,
0.05317312,,0.112186988,,0.080842708,,0.06271273,
0.043724852,,0.110941939,,0.038141745,,0.083678746,
0.104406133,,0.119936371,,0.076823884,,0.127626477,
0.028008423,,0.045614925,,0.070065255,,0.082267544,
0.045824935,,0.091156242,,0.072949508,,0.058837803,
0.072762433,,0.13663213,,0.032648335,,0.083397415,
0.064204414,,0.043700921,,0.121195178,,0.116914795,
0.095209623,,0.187384348,,0.11006872,,0.164901762,
0.034628247,,0.045710489,,0.063687217,,0.066671214,
0.081227503,,0.096566552,,0.03401989,,0.107383763,
0.057081844,,0.133041199,,0.09317824,,0.191311217,
0.05815824,,0.148198287,,0.080035927,,0.051642558,
0.043993954,,0.123995754,,0.027392238,,0.063766738,
0.092936426,,0.116862899,,0.110798805,,0.121520677,
0.088637035,,0.127466706,,0.110811836,,0.155975324,
0.10608519,,0.20308031,,0.114704065,,0.082762216,
0.085458179,,0.093021093,,0.107247921,,0.143907519,
0.063090836,,0.105318295,,0.039608039,,0.064086828,
0.121695561,,0.202003217,,0.064520014,,0.140244098,
0.080990819,,0.084511934,,0.055955566,,0.097068409,
0.065785106,,0.16707917,,0.049378397,,0.060664787,
0.043819958,,0.0838203,,0.052632979,,0.150824417,
0.034015205,,0.081153489,,0.083755834,,0.06892012,
0.074432211,,0.078986702,,0.119201459,,0.182386619,
0.069289063,,0.08010561,,0.067286765,,0.140391739,
0.071117877,,0.124145933,,0.053322744,,0.136271526,
0.038688159,,0.051863573,,0.078546666,,0.082674879,
0.02591896,,0.087251652,,0.104701294,,0.110407033,
0.078914637,,0.196342069,,0.076440252,,0.096946619,
0.076378353,,0.154528784,,0.033260951,,0.09781027,
0.116350575,,0.228999926,,0.065652403,,0.087240839,
0.065703423,,0.14476688,,0.066135056,,0.115228532,
0.034853108,,0.074172344,,0.052156347,,0.116856549,
0.105925647,,0.091515986,,0.102651228,,0.148892989,
0.037254337,,0.074195831,,0.017937141,,0.083492203,
0.046838689,,0.073409431,,0.052930204,,0.083790125,
0.059381555,,0.14210931,,0.046180972,,0.097561025,
0.098499641,,0.07991642,,0.112949092,,0.194440695,
0.074473619,,0.166557,,0.040755202,,0.111895401,
0.060421022,,0.119626817,,0.02718806,,0.097707841,
0.077071089,,0.067784123,,0.097485437,,0.095478743,
0.022629851,,0.102821645,,0.062290682,,0.099581961,
0.02499128,,0.071002119,,0.036506126,,0.077931515,
0.042745883,,0.112095427,,0.040393925,,0.03300409,
0.090661993,,0.088633047,,0.09069694,,0.177689089,
0.078403347,,0.09280092,,0.069919272,,0.141022288,
0.06440069,,0.142234207,,0.062367305,,0.152446194,
0.053476956,,0.078466218,,0.058713269,,0.123133941,
0.127470494,,0.157505391,,0.074486077,,0.15002165,
0.056283739,,0.077749812,,0.064939484,,0.068598437,
0.05453774,,0.144716191,,0.067333498,,0.087170824,
0.0551058,,0.083243178,,0.079204491,,0.112160032,
0.102551789,,0.132597368,,0.069018964,,0.112355039,
0.056727125,,0.084769887,,0.114324002,,0.102392117,
0.062949407,,0.094544966,,0.098807134,,0.069960896,
0.139257175,,0.097517724,,0.1221671,,0.21335134,
0.058814361,,0.163210697,,0.089573576,,0.048742111,
0.078743864,,0.119383984,,0.11529213,,0.102567866,
0.029752372,,0.065111331,,0.070455209,,0.049396933,
0.09823518,,0.19478829,,0.087984074,,0.139030135,
0.07468413,,0.121945383,,0.124983106,,0.172734673,
0.026396235,,0.095848809,,0.089296893,,0.121427559,
0.041811924,,0.045313435,,0.052718785,,0.11255934,
0.0394594,,0.106055321,,0.045784883,,0.087445364,
0.093078716,,0.107778859,,0.077305728,,0.07799688,
0.034744812,,0.095996431,,0.034569006,,0.054230172,
0.129538358,,0.167381269,,0.051521433,,0.122501808,
0.09097994,,0.099530881,,0.115587049,,0.117790077,
0.119210083,,0.210092769,,0.074698193,,0.114702066,
0.10209044,,0.122312619,,0.044190134,,0.08993684,
0.047667849,,0.107904067,,0.033906044,,0.028283567,
0.030563715,,0.070187809,,0.043884133,,0.074109048,
0.035730612,,0.12367916,,0.086630849,,0.119791015,
0.041219234,,0.077196782,,0.10268755,,0.100712831,
0.030897344,,0.085364363,,0.060275271,,0.100030066,
0.05676612,,0.104724566,,0.052323014,,0.071725293,
0.040831915,,0.091429123,,0.035307793,,0.074213954,
0.037174873,,0.089335788,,0.049655678,,0.072027959,
0.03452193,,0.100862891,,0.012655849,,0.082544518,
0.051554623,,0.104758246,,0.068382485,,0.084731758,
0.070313777,,0.074167246,,0.102414473,,0.138831034,
0.032305309,,0.096288413,,0.085553508,,0.048098606,
0.116402456,,0.200556936,,0.070535945,,0.19610482,
0.086668788,,0.170173731,,0.067915468,,0.137383735,
0.064806818,,0.029465211,,0.146519459,,0.204470131,
0.035544921,,0.073282545,,0.095790457,,0.069424313,
0.090437555,,0.111377307,,0.082197568,,0.113521719,
0.105757188,,0.110827146,,0.11818222,,0.13639732,
0.079320392,,0.089906377,,0.126935429,,0.199840214,
0.017219122,,0.068069507,,0.062336391,,0.058046387,
0.06616959,,0.166713335,,0.07859589,,0.149545536,
0.069719017,,0.130133064,,0.1211085,,0.171087787,
0.043096097,,0.078271686,,0.047672299,,0.087507904,
0.021261175,,0.049784551,,0.048875829,,0.071570587,
0.04358987,,0.077994146,,0.077327056,,0.129350122,
0.110050174,,0.19265762,,0.112599655,,0.153759334,
0.036999178,,0.078827676,,0.074342181,,0.074427807,
0.041182675,,0.0765533,,0.052332765,,0.064792931,
0.04069978,,0.082575092,,0.025210978,,0.099685032,
0.035625831,,0.058391678,,0.059967072,,0.077748843,
0.035386771,,0.103842239,,0.046642256,,0.096434789,
0.056689894,,0.120895869,,0.043309958,,0.068982941,
0.041244266,,0.072189214,,0.074748814,,0.082352862,
0.064714456,,0.088503092,,0.065568968,,0.130983472,
0.029226159,,0.044207861,,0.043518035,,0.08679777,
0.065977776,,0.052228719,,0.078636175,,0.116974579,
0.046375483,,0.062043841,,0.077723647,,0.115075039,
0.091633316,,0.094481503,,0.057009694,,0.058056988,
0.033651231,,0.049318981,,0.099856249,,0.073079217,
0.103480214,,0.15759845,,0.072204752,,0.138393337,
