null_values_mdd,actual_value_mdd,null_values_aud,actual_value_aud,null_values_hc01,actual_value_hc01,null_values_hc02,actual_value_hc02
0.077456462,,0.187473594,,0.085125373,,0.096094754,
0.076068586,,0.118482143,,0.10941806,,0.196533098,
0.043714063,,0.102561365,,0.071486173,,0.041201915,
0.037898771,,0.085610691,,0.077383524,,0.075208213,
0.069914546,,0.104931324,,0.092775461,,0.07314088,
0.085060806,,0.123588621,,0.09373331,,0.071836202,
0.037619104,,0.088600592,,0.066192543,,0.043556021,
0.177859297,,0.1737915,,0.157617453,,0.141565301,
0.139447614,,0.248869586,,0.185329191,,0.099613437,
0.12141111,,0.149596511,,0.103294637,,0.194481649,
0.037745672,,0.050671383,,0.045763709,,0.059340045,
0.110472321,,0.129198611,,0.102141515,,0.09336754,
0.09156107,,0.121132579,,0.132960076,,0.086991323,
0.070513563,,0.083807836,,0.163286684,,0.108119912,
0.075740414,,0.106370793,,0.078865916,,0.123907467,
0.068684756,,0.095554061,,0.052964654,,0.090263374,
0.048579877,,0.108448537,,0.048329208,,0.108742668,
0.059155455,,0.077188032,,0.092666677,,0.049404772,
0.040637494,,0.067146894,,0.019452299,,0.073109003,
0.077740651,,0.164367181,,0.086242687,,0.067366394,
0.131814682,,0.21170071,,0.136347125,,0.169424649,
0.041412582,,0.087542133,,0.055993855,,0.038665635,
0.088023045,,0.049828917,,0.158545634,,0.156168601,
0.073149987,,0.114134839,,0.058357308,,0.137742179,
0.070599237,,0.105828575,,0.080988468,,0.17735056,
0.059623152,,0.082077134,,0.070398041,,0.043702574,
0.109195097,,0.136558014,,0.082271185,,0.087371184,
0.030741817,,0.080871407,,0.068363388,,0.067483075,
0.051004659,,0.067295618,,0.046178708,,0.059623954,
0.099031389,,0.100707295,,0.133284162,,0.170940738,
0.09123987,,0.103406851,,0.129224526,,0.182562053,
0.041076525,,0.041518821,,0.087428955,,0.102944027,
0.076637482,,0.114491898,,0.086494655,,0.054376372,
0.082112279,,0.134995993,,0.054822781,,0.073266635,
0.101620467,,0.098128637,,0.127581226,,0.075066416,
0.040854963,,0.079823582,,0.033078861,,0.068140636,
0.051627663,,0.075961105,,0.07612201,,0.132936005,
0.046163901,,0.095996041,,0.064912731,,0.054743732,
0.115706491,,0.095749462,,0.134882047,,0.197701067,
0.039658013,,0.075994461,,0.056771576,,0.042559912,
0.031053884,,0.098329962,,0.057071986,,0.063394459,
0.085351654,,0.12843223,,0.114451081,,0.074380289,
0.019299954,,0.078947855,,0.058678087,,0.03942649,
0.056711705,,0.148021598,,0.049294654,,0.080481346,
0.07104614,,0.091928852,,0.047279005,,0.040634088,
0.028321784,,0.04789551,,0.028727326,,0.047847758,
0.093303178,,0.139388968,,0.029312582,,0.094263244,
0.059380187,,0.114159302,,0.013306821,,0.074346519,
0.064314967,,0.117382251,,0.058350169,,0.109728242,
0.0600127,,0.126317008,,0.04266584,,0.067177417,
0.059918388,,0.153436901,,0.044890267,,0.05766341,
0.08364607,,0.161213169,,0.112317072,,0.073888722,
0.068466111,,0.062911767,,0.088092727,,0.135556054,
0.241862214,,0.407173959,,0.270196763,,0.306269591,
0.028612137,,0.052795779,,0.058492544,,0.070464933,
0.068527052,,0.151917335,,0.085869431,,0.068001809,
0.045171564,,0.115708326,,0.016485821,,0.076091589,
0.053344216,,0.076715261,,0.042568876,,0.083005819,
0.088485909,,0.149998971,,0.102775977,,0.072084381,
0.111505936,,0.164551737,,0.13267251,,0.034995173,
0.03267654,,0.065536577,,0.072291147,,0.053589939,
0.041899104,,0.069134969,,0.056971593,,0.06709079,
0.034366852,,0.087282928,,0.079112898,,0.054321298,
0.046395,,0.123492275,,0.033298227,,0.08774899,
0.040807017,,0.096527128,,0.040355418,,0.082811677,
0.032507267,,0.085706828,,0.060012666,,0.067440658,
0.06097849,,0.069833111,,0.076918178,,0.091842219,
0.047541907,,0.125083983,,0.058665542,,0.055177281,
0.094652322,,0.149644824,,0.063153195,,0.116919236,
0.094449481,,0.10347325,,0.08560218,,0.104306452,
0.090865214,,0.131034365,,0.031394699,,0.13484417,
