all_between,all_within
0.01198392,
-0.008746848,
-0.004434004,
-0.024454813,
-0.004524973,
-0.044084761,
-0.026794797,
-0.088254355,
-0.059278063,
0.0260104,
-0.121681772,
-0.013706724,
-0.072057948,
-0.026774997,
-0.045467064,
-0.04996229,
-0.084124826,
-0.064274311,
-0.042677879,
-0.063943908,
-0.056941066,
-0.047968253,
0.015213521,
-0.032508489,
-0.032456923,
-0.087657847,
-0.064999469,
-0.071235329,
-0.042429388,
-0.102507576,
-0.048700228,
-0.074702896,
-0.039930437,
-0.07918977,
-0.058345996,
0.023402344,
0.063582182,
0.047645256,
0.031513751,
0.01639813,
0.051786926,
0.023188677,
0.032027137,
-0.026933029,
0.010447907,
0.065741181,
-0.077058882,
-0.018808762,
-0.064239517,
