all_between,all_within
-0.006586481,
-0.036157094,
-0.023336677,
-0.069222502,
-0.03476714,
-0.020811073,
-0.054198921,
-0.033499058,
-0.072513826,
-0.012907859,
-0.037693053,
0.000615025,
-0.021322172,
-0.052639458,
-0.051972426,
-0.00864923,
-0.06859798,
-0.010455801,
-0.025411645,
-0.000457986,
-0.035784464,
0.006973619,
0.016568655,
0.037271503,
0.009630854,
0.034866948,
0.016021328,
0.046326712,
0.003456904,
-0.002682716,
-0.045045491,
-0.015433222,
0.061112877,
-0.085456498,
-0.022976587,
-0.066810794,
-0.030286198,
-0.029291434,
-0.03526824,
-0.071378015,
-0.060320292,
-0.039593596,
-0.069621027,
-0.050937656,
-0.050225496,
0.019233171,
-0.035254162,
-0.016345475,
-0.050924338,
-0.055181585,
-0.062312707,
-0.014825517,
-0.076799698,
-0.02628243,
-0.035388939,
-0.021724293,
-0.069396459,
-0.008567055,
0.064456858,
0.050823532,
0.047910057,
0.061293632,
0.047625456,
0.051463932,
0.041564956,
0.011320727,
-0.013372558,
0.012586326,
0.071252845,
-0.031418543,
-0.051562313,
-0.074053258,
-0.04235227,
-0.054502744,
-0.075645924,
-0.08287859,
-0.052753687,
-0.041647922,
-0.098539591,
-0.079157487,
-0.067588516,
-0.023598228,
-0.010946051,
0.006782335,
-0.017667832,
-0.033606466,
-0.048600685,
-0.00294691,
-0.047769733,
0.00776504,
-0.015461373,
0.007703044,
-0.034851067,
0.017566236,
0.030515218,
0.043742236,
0.018565862,
0.047198296,
0.022745088,
0.050927676,
0.006775438,
-0.008278332,
-0.029186564,
-0.012124513,
0.058853123,
-0.083742984,
-0.03612886,
-0.109992839,
-0.066548362,
-0.069882162,
-0.089184381,
-0.08912655,
-0.07363376,
-0.055781644,
-0.120276988,
-0.088762,
-0.073301308,
-0.00096905,
-0.054874729,
-0.048584696,
-0.089177474,
-0.088251926,
-0.094329715,
-0.058931939,
-0.120979123,
-0.066950031,
-0.08394137,
-0.062306024,
-0.087182544,
-0.067368224,
0.001716443,
0.027833994,
0.02798317,
0.024717268,
0.010927011,
0.041324988,
0.011662049,
-0.009762466,
-0.047620215,
-0.00668965,
0.056532759,
-0.087930247,
0.019321295,
-0.061787922,
0.002572787,
-0.007677005,
-0.006534856,
-0.054478753,
-0.024264585,
-0.005438844,
-0.03679074,
-0.015671732,
-0.060448565,
0.017995078,
-0.016826825,
-0.034439191,
-0.055573985,
-0.057762418,
-0.068278372,
-0.029269477,
-0.075796477,
-0.046613738,
-0.066577815,
-0.034712605,
-0.07010638,
-0.02592691,
0.062738888,
0.062432226,
0.055105623,
0.045768145,
0.046311982,
0.063489027,
0.039148916,
0.015593893,
-0.012683214,
0.020071503,
0.084872253,
-0.056581866,
-0.037592951,
-0.104623161,
-0.010941017,
-0.057776336,
-0.075972371,
-0.091016948,
-0.068798952,
-0.027961962,
-0.094976433,
-0.049353372,
-0.062087789,
0.002599779,
-0.017565327,
-0.028137933,
-0.047049947,
-0.046909265,
-0.057598513,
-0.022591759,
-0.060612388,
-0.032842074,
-0.053816084,
-0.017352924,
-0.053487066,
-0.033476532,
0.018485034,
0.053141654,
0.013881145,
0.039632179,
-0.005545937,
0.038459782,
0.009657356,
-0.010689177,
-0.038260035,
-0.010724531,
0.054293253,
-0.07227844,
-0.005204729,
-0.117119253,
-0.015441848,
-0.045610629,
-0.067946695,
-0.0983347,
-0.08225055,
-0.047598865,
-0.096899301,
-0.039336454,
-0.051697258,
0.059365835,
-0.03328732,
-0.03038777,
-0.054651044,
-0.070638642,
-0.08822982,
-0.039934754,
-0.084086552,
-0.044114143,
-0.072799511,
-0.039717026,
-0.080142111,
-0.031893119,
0.078257889,
0.071986787,
0.045625709,
0.051145945,
0.039044429,
0.076312043,
0.045763053,
0.006774416,
-0.014247856,
0.035355918,
0.093460001,
-0.034884624,
-0.035401132,
-0.105210222,
-0.026382124,
-0.039924454,
-0.071324185,
-0.089749761,
-0.066819407,
-0.008403417,
-0.105853029,
-0.038605981,
-0.058059964,
0.001331944,
-0.025444979,
-0.001148246,
-0.036664709,
-0.023155805,
-0.04110118,
0.015208134,
-0.059758931,
-0.009166117,
-0.021258106,
0.017331326,
-0.050391011,
0.008940025,
0.02948375,
0.029590653,
0.017623486,
0.030596232,
0.010296389,
0.043411303,
0.013986842,
0.012516572,
-0.023307754,
-0.014172673,
0.030584833,
-0.068526246,
-0.04315732,
-0.04187341,
0.010110922,
-0.014172624,
-0.050750826,
-0.060194705,
-0.025409507,
-0.027115012,
-0.054233674,
-0.038496561,
-0.049317013,
-0.036157064,
